,num_rooms,num_people,housearea,is_ac,is_tv,is_flat,ave_monthly_income,num_children,is_urban,amount_paid
696,1,6,865.22,Yes,Yes,Flat,15528.65,0,Rural,1753.4597724
697,1,4,840.52,No,No,Not Flat,41247.78,2,Urban,1928.3421942
698,1,4,613.78,No,Yes,Not Flat,27295.77,2,Urban,1913.0376947999998
699,3,3,905.05,Yes,No,Flat,45935.96,1,Urban,2360.9716002
700,2,7,1047.0,No,Yes,Flat,3359.25,0,Urban,1689.3608076
701,1,2,1091.52,No,No,Not Flat,38467.38,2,Urban,1799.7513732000002
702,1,6,558.97,No,Yes,Flat,26922.51,2,Urban,2601.6341604
703,1,6,1119.47,No,Yes,Flat,16472.94,1,Urban,2157.4571739
704,0,2,573.02,No,Yes,Not Flat,26570.86,1,Urban,1623.3242931
705,0,4,1109.07,No,Yes,Not Flat,27082.45,2,Urban,2339.6599883999997
706,1,6,849.33,No,No,Flat,21189.48,3,Rural,1461.7552289999999
707,2,6,799.96,Yes,Yes,Flat,32253.73,1,Urban,2417.9129408999997
708,3,5,777.46,Yes,Yes,Not Flat,20678.7,1,Rural,1356.6515292000001
709,2,2,984.38,No,Yes,Not Flat,30375.05,2,Rural,1517.3576172
710,2,4,888.96,No,Yes,Not Flat,22313.49,0,Urban,1905.1047372000003
711,1,6,847.09,No,Yes,Flat,30523.26,2,Rural,1578.5939013000002
712,3,7,579.13,No,Yes,Flat,18816.96,2,Rural,1763.9794998
713,2,4,768.52,Yes,No,Not Flat,12245.13,0,Urban,1783.6949015999999
714,1,5,862.96,No,Yes,Flat,30335.85,0,Rural,705.2636658
715,2,5,648.93,No,Yes,Not Flat,25351.52,1,Urban,2197.6040003999997
716,3,5,894.94,No,Yes,Flat,44634.72,0,Urban,1908.3891519000001
717,2,5,961.45,Yes,Yes,Not Flat,13474.32,0,Rural,1282.9721757
718,3,6,877.3,Yes,Yes,Not Flat,21952.31,2,Urban,2431.8764304
719,2,1,834.1,No,Yes,Not Flat,20873.18,0,Urban,1286.4788757000001
720,1,5,680.21,No,Yes,Not Flat,30484.49,0,Urban,1485.5410548
721,3,6,785.44,Yes,Yes,Not Flat,33992.03,0,Rural,1530.5627802000001
722,3,6,844.47,No,Yes,Not Flat,18796.71,0,Urban,1351.3108253999999
723,0,5,715.93,No,Yes,Flat,20897.96,1,Urban,1943.8304583
724,3,1,741.72,No,No,Not Flat,30486.35,3,Rural,1621.5424089
725,1,6,1056.3,No,Yes,Not Flat,33057.16,2,Urban,1952.9930348999999
726,2,2,775.24,Yes,No,Not Flat,34972.12,1,Urban,1905.8964078000001
727,3,6,681.24,No,Yes,Flat,16854.39,1,Rural,1162.7814795
728,3,7,944.98,Yes,Yes,Flat,23591.03,1,Urban,2416.3448982
729,2,4,1128.0,No,Yes,Flat,37439.39,1,Urban,1932.4336023
730,2,6,809.14,No,Yes,Not Flat,11989.09,1,Urban,1723.8806739000001
731,2,7,847.06,Yes,Yes,Not Flat,31317.85,1,Rural,1935.5451540000001
732,2,2,924.05,Yes,No,Not Flat,37.78,0,Urban,2008.4195304
733,0,4,638.7,No,No,Flat,22741.98,1,Urban,1819.6942205999999
734,3,3,677.62,Yes,Yes,Not Flat,16189.31,2,Rural,2108.3351277
735,1,6,789.43,No,Yes,Flat,45243.6,0,Urban,2081.4739412999998
736,1,6,1113.17,No,Yes,Not Flat,22116.9,2,Rural,1212.2489709000001
737,2,2,745.55,No,No,Flat,14794.44,0,Urban,1226.5058784
738,3,4,485.29,Yes,No,Not Flat,25695.76,1,Rural,1340.7377706
739,2,6,968.84,No,Yes,Flat,9788.09,1,Urban,2305.1102039999996
740,1,6,866.08,Yes,Yes,Not Flat,12959.37,1,Urban,2344.5717399
741,3,10,496.23,No,Yes,Not Flat,15633.05,1,Rural,1365.1477212
742,1,8,666.17,No,Yes,Flat,50110.52,2,Urban,2227.1394453
743,2,5,503.2,Yes,Yes,Not Flat,21514.42,2,Urban,2707.891392
744,1,2,845.99,No,Yes,Not Flat,18394.7,0,Urban,1713.1196357999997
745,2,6,756.78,Yes,No,Not Flat,25382.09,0,Rural,971.8730337000001
746,2,4,693.64,Yes,Yes,Not Flat,22786.52,1,Urban,2464.3914882
747,3,6,1005.53,Yes,Yes,Not Flat,28894.24,3,Urban,2751.6446508
748,3,4,882.3,Yes,Yes,Flat,22055.03,0,Urban,2477.1149330999997
749,2,3,876.92,No,Yes,Not Flat,35764.37,1,Urban,1744.4561412000003
750,1,6,701.75,No,Yes,Not Flat,17440.23,0,Rural,867.7128983999999
751,3,4,784.66,Yes,Yes,Not Flat,22990.62,1,Rural,1240.3595916
752,2,3,808.05,No,Yes,Flat,11855.19,0,Urban,1510.2843237
753,2,3,653.71,Yes,Yes,Not Flat,32657.08,0,Rural,1458.2967543
754,3,1,593.11,Yes,No,Not Flat,36125.38,0,Rural,1236.5495715000002
755,2,6,503.58,No,Yes,Not Flat,25547.56,3,Rural,1527.5082708
756,3,10,885.17,Yes,Yes,Not Flat,40972.21,1,Rural,1517.7553116000001
757,2,4,724.91,No,No,Flat,15450.67,0,Urban,1596.3948303
758,3,6,510.57,No,Yes,Flat,25751.31,2,Rural,1636.3017543
759,1,4,739.46,Yes,Yes,Not Flat,37974.81,3,Rural,2356.9383975
760,2,5,659.68,No,No,Flat,27161.28,1,Urban,1762.7584668
761,0,4,591.84,No,Yes,Not Flat,26173.34,1,Rural,916.10649
762,4,7,877.12,No,Yes,Not Flat,38695.89,1,Rural,1028.102823
763,3,4,854.5,No,Yes,Flat,-1177.42,2,Urban,2083.6075233
764,2,6,824.3,No,Yes,Not Flat,33636.63,1,Urban,2077.3049808
765,2,6,862.32,Yes,No,Not Flat,36173.24,1,Urban,2295.0526356
766,0,7,775.05,Yes,No,Flat,19339.03,1,Rural,1782.6211293
767,3,5,717.65,Yes,Yes,Not Flat,35729.31,0,Rural,1248.8978576999998
768,1,-1,803.67,No,Yes,Flat,25087.46,0,Urban,1453.804542
769,4,3,812.58,No,Yes,Flat,28523.47,0,Urban,1569.5701445999998
770,2,1,1010.53,Yes,No,Not Flat,22346.64,2,Rural,1701.0990557999999
771,2,6,657.46,No,No,Not Flat,40556.07,3,Urban,2177.2021233
772,4,4,813.22,No,Yes,Flat,17441.35,0,Urban,1607.4144423000002
773,2,4,749.95,No,Yes,Not Flat,48985.24,2,Rural,1423.0272603
774,1,7,867.51,No,Yes,Not Flat,34397.74,1,Urban,1964.0733357
775,3,4,603.76,No,No,Flat,27143.19,0,Urban,1312.9639674
776,2,4,780.69,Yes,Yes,Not Flat,13472.99,2,Urban,2765.027151
777,1,7,889.51,No,Yes,Flat,42581.85,2,Urban,2313.995055
778,4,6,956.65,Yes,No,Flat,22290.71,1,Urban,2141.7498818999998
779,3,3,767.03,No,Yes,Flat,13983.43,0,Urban,2012.6733876
780,3,6,844.71,Yes,Yes,Flat,31825.02,1,Urban,2454.2733078
781,1,5,1047.23,No,Yes,Not Flat,22144.56,0,Urban,1524.5379477000001
782,2,6,665.98,No,No,Not Flat,20282.97,0,Urban,1357.1056158000001
783,2,8,761.85,No,Yes,Flat,7716.81,3,Urban,2401.0658025
784,2,4,923.94,No,Yes,Not Flat,35159.91,2,Rural,1465.2109632
785,3,6,832.32,Yes,Yes,Flat,18419.07,0,Rural,1425.0820368
786,3,8,946.75,No,Yes,Not Flat,15911.63,1,Urban,2188.5873819
787,4,6,838.62,No,Yes,Not Flat,31661.56,0,Rural,803.3338547999999
788,3,4,895.81,No,Yes,Not Flat,21977.73,2,Urban,2390.8691480999996
789,4,4,996.57,No,No,Not Flat,26294.83,0,Urban,1129.8693786
790,4,5,657.8,Yes,No,Flat,27780.65,1,Rural,1468.0095231
791,2,9,990.99,Yes,Yes,Not Flat,22734.82,2,Rural,2071.1740068
792,2,4,599.81,No,No,Not Flat,13762.18,1,Rural,792.8695307999999
793,0,8,811.26,No,Yes,Not Flat,20312.57,1,Urban,2225.4446811
794,1,3,991.18,Yes,Yes,Not Flat,6049.17,0,Rural,1374.729147
795,2,10,858.17,Yes,No,Not Flat,13232.88,1,Rural,1316.5790283000001
796,1,9,873.78,No,No,Not Flat,12998.57,0,Rural,786.404802
797,3,5,801.2,No,No,Flat,37571.74,0,Rural,1036.6453194
798,2,5,802.11,No,Yes,Not Flat,10244.49,2,Urban,2137.3642221
799,1,4,663.42,Yes,No,Flat,51774.67,2,Urban,2683.5122834999997
800,2,6,748.92,No,No,Flat,16826.39,1,Urban,1874.3575382999998
801,2,4,759.56,No,Yes,Flat,17279.51,1,Urban,2005.2936039
802,2,5,975.06,No,Yes,Flat,14725.77,0,Rural,1233.6570156
803,0,10,659.02,No,No,Not Flat,9712.83,0,Urban,1226.2808493
804,3,5,802.68,No,No,Not Flat,27474.05,1,Urban,1471.9063416
805,2,5,641.03,No,Yes,Not Flat,24266.75,0,Urban,1510.7179596
806,3,5,901.75,Yes,No,Not Flat,33231.86,1,Rural,1529.1584016
807,4,5,599.01,No,No,Not Flat,28939.04,2,Rural,1296.4070508
808,1,3,878.66,No,Yes,Not Flat,36984.67,0,Rural,819.4380603
809,0,7,937.42,Yes,No,Flat,17018.37,0,Urban,2119.7606919
810,3,7,669.21,No,No,Not Flat,7597.14,2,Urban,2162.8234293
811,2,1,901.34,No,Yes,Not Flat,39718.99,1,Rural,909.7195971
812,2,6,828.78,No,Yes,Not Flat,16265.12,1,Urban,1840.3044912
813,1,2,972.73,Yes,No,Flat,28861.85,0,Urban,2042.4333686999998
814,2,3,693.11,No,Yes,Not Flat,25254.15,2,Rural,1445.8815885
815,2,6,881.52,No,Yes,Flat,20805.04,1,Urban,1865.8743786
816,1,4,747.96,No,No,Not Flat,32192.83,1,Rural,627.4725168
817,1,5,781.8,Yes,Yes,Not Flat,5681.86,0,Rural,989.2549782
818,1,4,897.21,No,No,Not Flat,32319.97,2,Urban,1652.7987693
819,1,4,926.78,No,Yes,Flat,33504.17,0,Urban,1849.7827524000002
820,3,3,901.47,Yes,Yes,Flat,19740.48,1,Urban,2162.1236375999997
821,2,5,838.58,No,Yes,Flat,25174.6,0,Urban,1929.8362839000001
822,2,7,801.08,No,Yes,Not Flat,25772.23,3,Urban,2217.8296752
823,4,3,770.08,No,Yes,Not Flat,22386.58,2,Urban,2142.2477301
824,1,7,744.79,Yes,No,Flat,21717.13,2,Urban,2221.9627379999997
825,5,6,862.18,Yes,Yes,Flat,42080.48,0,Urban,2619.9453246000003
826,2,1,594.97,No,No,Not Flat,19945.75,1,Urban,1296.1694904
827,2,6,581.92,Yes,Yes,Flat,31671.12,0,Urban,2104.7580468
828,3,5,828.86,No,Yes,Flat,32097.76,0,Rural,1289.5761923999999
829,1,4,664.27,No,Yes,Not Flat,37591.87,2,Urban,2281.1545257
830,3,5,980.25,No,Yes,Flat,9111.69,2,Rural,1326.7359582000001
831,3,3,733.35,Yes,Yes,Not Flat,23763.85,0,Urban,2142.6749097
832,1,4,793.23,No,No,Not Flat,32791.1,0,Rural,458.4194982
833,2,-1,594.82,No,Yes,Not Flat,34875.33,1,Urban,1676.0950656
834,3,6,882.81,No,Yes,Not Flat,13983.82,1,Urban,1677.3951948
835,1,5,993.6,No,Yes,Not Flat,18839.05,0,Urban,1473.8033664
836,4,0,856.25,Yes,No,Not Flat,24394.06,2,Urban,2124.0685659
837,3,8,947.1,Yes,Yes,Not Flat,33000.41,1,Rural,1576.4737413
838,1,5,755.23,No,Yes,Not Flat,27605.69,1,Rural,1327.8443706
839,1,4,952.53,No,Yes,Flat,21533.11,1,Urban,1801.8914424
840,0,3,906.35,No,Yes,Not Flat,13662.8,2,Rural,1354.2715053000002
841,2,2,516.37,No,Yes,Not Flat,20040.11,2,Rural,1592.6001267000001
842,4,3,906.07,Yes,Yes,Not Flat,31143.81,0,Rural,1052.0667294
843,1,2,828.02,No,Yes,Flat,32351.24,0,Urban,1703.2772862
844,2,2,1000.18,No,Yes,Flat,19160.32,2,Urban,2494.5959931
845,3,1,940.05,No,Yes,Flat,24975.39,2,Rural,1764.7599621
846,3,3,802.81,No,No,Not Flat,25520.17,2,Urban,1623.1235417999999
847,3,0,1175.71,Yes,Yes,Flat,40163.85,0,Urban,2551.8522768000003
848,3,3,918.63,No,Yes,Flat,16998.43,3,Rural,1548.4115207999998
849,1,5,587.69,No,Yes,Not Flat,20956.92,1,Rural,1083.0905226
850,2,4,949.02,Yes,Yes,Flat,15645.13,2,Urban,2725.2335150999997
851,3,5,912.62,Yes,Yes,Not Flat,19487.56,2,Urban,2844.3732411
852,1,5,567.83,Yes,Yes,Not Flat,34357.78,1,Rural,1248.2589519
853,3,5,852.77,Yes,No,Not Flat,42164.38,1,Rural,1285.6016229
854,3,5,808.27,No,Yes,Flat,42973.79,3,Urban,2617.0532859
855,2,5,630.08,Yes,Yes,Not Flat,22784.23,0,Urban,1827.6851951999997
856,2,5,1113.18,No,Yes,Flat,27659.79,3,Rural,1803.9709835999997
857,3,5,785.79,Yes,Yes,Flat,33916.8,0,Urban,2074.4880678
858,1,2,854.04,Yes,Yes,Flat,8560.56,0,Rural,1161.6077322
859,1,5,667.43,No,Yes,Not Flat,16639.28,1,Urban,1955.5457222999999
860,0,7,478.33,No,Yes,Flat,19062.14,0,Urban,1507.0871118
861,2,5,701.43,Yes,Yes,Flat,12857.82,0,Rural,1100.9268603
862,2,5,1000.44,No,Yes,Not Flat,28649.43,1,Rural,857.1158198999999
863,3,4,887.57,No,Yes,Not Flat,23856.6,0,Urban,1805.3395236
864,2,6,637.27,No,No,Not Flat,28094.45,0,Urban,1457.8063563
865,3,4,733.62,No,Yes,Flat,30381.49,2,Urban,2247.4149189
866,3,5,761.19,No,No,Flat,33356.46,2,Rural,1612.7812562999998
867,2,7,840.13,No,Yes,Flat,35397.42,2,Urban,2283.7927245
868,2,5,739.0,Yes,No,Flat,23731.51,0,Rural,1104.7830669
869,2,6,488.35,No,No,Flat,12436.41,1,Urban,1740.7684737
870,0,3,1024.82,No,Yes,Flat,28876.67,1,Urban,1841.3107266
871,2,6,965.2,No,Yes,Not Flat,33363.39,1,Urban,2237.4292896
872,0,5,968.65,Yes,Yes,Flat,47904.37,3,Urban,3284.286435
873,3,6,838.25,No,Yes,Flat,22592.39,0,Urban,1953.7517109
874,1,3,610.17,No,Yes,Not Flat,28660.04,1,Urban,1589.257701
875,3,7,532.29,No,Yes,Flat,20281.78,0,Rural,1018.3985184
876,1,6,984.05,Yes,No,Flat,9627.81,1,Rural,1696.4622663
877,3,4,873.78,No,Yes,Flat,5565.5,0,Rural,899.9767101
878,2,4,777.78,No,Yes,Not Flat,25425.08,2,Urban,2039.0011931999998
879,2,6,705.26,Yes,Yes,Not Flat,22377.23,2,Urban,2413.3807695
880,3,3,647.53,No,Yes,Flat,33074.14,3,Rural,1581.8253267
881,2,3,952.8,No,Yes,Flat,39609.7,2,Urban,2568.6942903
882,1,6,622.23,Yes,Yes,Not Flat,27623.69,0,Urban,2042.5886114999998
883,1,7,970.66,No,Yes,Flat,26338.22,3,Urban,2406.493149
884,0,6,918.08,No,Yes,Not Flat,19449.26,0,Rural,677.4891699
885,1,1,808.88,Yes,No,Not Flat,19741.17,2,Urban,2441.2283631
886,2,4,755.45,No,No,Flat,31312.08,2,Rural,1594.9694531999999
887,2,8,626.27,No,Yes,Not Flat,4577.68,3,Rural,1599.7815914999999
888,2,5,563.0,No,No,Not Flat,34857.7,1,Urban,1504.6776201
889,0,6,817.24,Yes,Yes,Not Flat,23889.94,2,Urban,2739.3970074
890,1,6,896.96,No,Yes,Flat,11184.97,1,Urban,2124.1767935999997
891,3,7,874.27,No,Yes,Not Flat,31211.12,0,Urban,1927.4947481999998
892,2,6,1034.24,Yes,Yes,Flat,7775.47,1,Urban,2471.2701339
893,1,5,898.03,Yes,Yes,Not Flat,11325.19,3,Urban,3091.5778739999996
894,1,6,880.51,Yes,Yes,Flat,32511.01,2,Urban,2963.5612911
895,1,4,905.65,No,Yes,Not Flat,56355.95,2,Rural,1730.9948586
896,3,5,646.24,Yes,Yes,Flat,19332.0,3,Rural,2548.2818733000004
897,3,7,673.25,No,No,Not Flat,20910.94,2,Urban,1859.6043516
898,1,6,702.43,Yes,No,Not Flat,24957.63,2,Urban,2623.9654221
899,2,5,778.53,No,Yes,Not Flat,28011.26,0,Urban,1415.0578406999998
900,3,2,603.58,No,Yes,Not Flat,28243.32,0,Rural,673.7757528
901,3,1,1077.31,No,Yes,Flat,8382.92,1,Urban,1949.1255771
902,0,5,868.31,Yes,No,Not Flat,31608.86,0,Rural,815.0741967000001
903,2,9,746.65,No,Yes,Flat,23299.5,2,Urban,2462.5278939
904,0,6,925.72,No,Yes,Not Flat,30721.85,0,Rural,1044.4233129
905,2,9,674.48,Yes,Yes,Flat,27319.21,2,Urban,2717.6195016
906,2,6,905.64,Yes,Yes,Not Flat,28407.03,0,Urban,1923.7214145
907,0,5,999.06,No,Yes,Not Flat,30210.45,1,Urban,2198.7264791999996
908,3,4,854.33,No,Yes,Not Flat,18918.92,3,Urban,2362.3352907
909,2,5,813.5,No,Yes,Not Flat,33164.3,1,Urban,1789.6179009000002
910,3,4,505.88,No,No,Flat,24826.06,3,Rural,1862.4132972
911,2,4,761.86,No,Yes,Flat,7353.41,0,Rural,1094.8506573
912,2,2,767.74,Yes,Yes,Not Flat,17477.31,3,Rural,2148.0937080000003
913,2,1,752.08,Yes,Yes,Not Flat,30477.09,1,Rural,1639.5230493
914,2,7,1025.06,Yes,No,Flat,17823.67,1,Rural,1827.3104166000003
915,3,6,753.75,Yes,Yes,Flat,11728.32,4,Urban,3308.9823269999997
916,1,5,861.68,Yes,Yes,Not Flat,35897.48,1,Rural,1632.6727056
917,1,3,811.09,No,Yes,Flat,36398.05,1,Rural,1568.5065470999998
918,2,6,901.94,Yes,Yes,Flat,33624.6,2,Rural,2064.4763922
919,2,9,983.6,Yes,Yes,Not Flat,26546.3,2,Rural,1794.4243499999998
920,0,7,926.45,Yes,No,Flat,27785.45,2,Urban,2322.1518381
921,2,3,513.97,Yes,No,Not Flat,24447.93,2,Rural,1446.9145664999999
922,2,6,742.55,Yes,Yes,Flat,25114.88,1,Rural,1799.7828882
923,3,6,767.65,No,Yes,Not Flat,35282.36,2,Rural,1572.9049149000002
924,3,5,711.94,No,Yes,Not Flat,18470.96,1,Urban,2150.7066099
925,3,6,847.1,Yes,Yes,Not Flat,32952.39,0,Urban,2079.475935
926,3,5,698.63,No,Yes,Flat,26337.36,1,Urban,2193.6209988
927,4,4,729.31,No,Yes,Flat,10395.27,0,Rural,917.9987073
928,1,5,1023.66,No,Yes,Not Flat,12826.64,1,Urban,2164.6480887
929,1,3,802.89,Yes,Yes,Not Flat,21307.33,1,Urban,2297.637414
930,1,8,841.62,Yes,Yes,Not Flat,23764.01,2,Rural,1811.3501330999998
931,2,5,879.25,No,No,Flat,12596.85,0,Rural,818.3741637
932,2,5,367.73,No,No,Not Flat,14814.95,0,Rural,263.5555491
933,2,3,457.71,No,Yes,Not Flat,10398.38,2,Rural,1370.3874468000001
934,3,4,1025.59,No,Yes,Flat,41559.87,0,Rural,817.7225196
935,2,2,639.22,No,Yes,Not Flat,29826.67,1,Urban,1680.2820425999998
936,3,5,912.02,Yes,Yes,Not Flat,33736.56,0,Rural,1059.0733503000001
937,3,6,1112.99,No,Yes,Flat,15430.48,0,Rural,1339.679634
938,0,10,1019.64,No,Yes,Not Flat,6031.98,2,Urban,2459.0691975
939,2,0,708.78,No,Yes,Flat,24223.22,2,Urban,2079.2342961000004
940,2,4,841.29,Yes,Yes,Not Flat,6165.27,2,Rural,1640.2050309
941,2,4,758.89,Yes,Yes,Not Flat,12919.84,1,Rural,1728.6463248
942,1,5,668.13,Yes,Yes,Not Flat,15481.44,1,Urban,1975.1375169000003
943,4,5,470.52,No,Yes,Not Flat,22726.77,2,Urban,2013.3916143
944,2,4,953.72,No,Yes,Not Flat,27690.35,1,Urban,1667.0342354999998
945,3,0,772.57,Yes,Yes,Flat,12317.68,0,Urban,2448.9713967000002
946,2,6,780.34,No,Yes,Flat,41016.55,1,Rural,1235.7339867
947,3,8,1024.32,No,Yes,Not Flat,29350.88,2,Urban,2280.2249118
948,1,4,1025.35,Yes,Yes,Flat,12059.17,1,Rural,2026.3085646
949,0,5,795.34,Yes,Yes,Not Flat,22724.75,2,Rural,2034.7619516999998
950,2,5,945.22,Yes,Yes,Flat,13217.15,2,Urban,2445.5063259
951,1,4,912.46,Yes,Yes,Not Flat,26579.64,2,Urban,2928.5145696
952,2,7,697.37,No,Yes,Flat,18812.34,1,Urban,1904.5378896000002
953,2,8,983.43,No,No,Flat,22657.68,4,Rural,1587.3659475
954,2,2,819.78,Yes,Yes,Not Flat,21991.53,0,Urban,1910.6532879
955,2,5,678.51,No,Yes,Flat,14150.45,1,Rural,1186.2099996000002
956,2,3,527.7,No,Yes,Not Flat,43204.74,1,Urban,1725.0112122
957,2,9,863.06,Yes,Yes,Flat,22622.14,1,Urban,2438.9484903000002
958,3,5,692.49,Yes,Yes,Flat,39477.18,1,Rural,2070.3079035
959,2,5,670.01,Yes,Yes,Flat,36959.48,1,Rural,1617.091695
960,3,7,710.0,Yes,Yes,Flat,19662.06,0,Rural,1643.5737564
961,2,5,954.01,No,No,Flat,27990.39,0,Rural,810.7778829000001
962,2,6,631.54,No,Yes,Flat,32046.17,2,Urban,2464.7154471
963,2,6,783.75,Yes,Yes,Flat,8970.35,0,Urban,2304.1372668
964,0,7,602.31,No,No,Flat,9072.79,1,Rural,1255.3329897
965,3,0,1060.11,No,Yes,Flat,33817.84,1,Urban,1968.505314
966,2,2,762.18,Yes,Yes,Not Flat,35141.26,2,Urban,2358.9537093
967,3,8,824.74,Yes,Yes,Flat,23400.22,1,Rural,2047.2847023000002
968,3,4,615.35,No,Yes,Not Flat,33954.6,2,Urban,2177.9109405
969,2,6,996.64,No,No,Not Flat,21220.11,0,Urban,1485.4610129999999
970,2,3,903.62,Yes,Yes,Flat,38243.86,0,Urban,2380.0269336
971,2,5,686.9,Yes,Yes,Not Flat,29489.46,2,Urban,2812.8634389
972,2,4,976.34,No,No,Not Flat,3507.86,1,Urban,1433.2844364
973,2,7,729.12,No,Yes,Not Flat,29066.2,0,Urban,1965.6454896
974,3,3,829.61,No,Yes,Not Flat,29728.82,1,Urban,1704.2763093
975,1,8,909.63,Yes,Yes,Flat,10084.09,1,Urban,2560.3280088
976,2,8,748.83,No,No,Not Flat,12819.36,2,Rural,988.3659737999999
977,2,2,1025.77,No,Yes,Flat,24293.56,2,Rural,1430.0490321
978,4,7,1049.08,Yes,Yes,Not Flat,33978.15,0,Urban,2388.3961911
979,2,7,818.59,Yes,No,Not Flat,32710.94,0,Urban,1626.389772
980,1,7,998.02,Yes,Yes,Not Flat,11903.62,2,Urban,2443.0881597
981,0,5,787.6,No,Yes,Not Flat,26472.36,2,Urban,1977.2106621000003
982,3,4,671.4,No,Yes,Flat,30461.42,0,Rural,940.3860582
983,2,4,925.83,No,Yes,Not Flat,36063.58,2,Rural,1424.0856897
984,2,4,721.09,No,Yes,Not Flat,37586.7,1,Rural,1434.3113874
985,3,5,621.65,No,Yes,Not Flat,36867.11,1,Urban,2064.4564089
986,3,5,904.32,No,Yes,Flat,22728.0,1,Rural,1614.3096329999998
987,2,3,734.66,No,Yes,Not Flat,15053.63,1,Urban,1553.9271741
988,1,5,652.64,Yes,Yes,Flat,35364.15,1,Urban,2352.6987297
989,3,4,944.11,Yes,Yes,Not Flat,33446.94,1,Urban,2695.7382768
990,1,6,678.34,No,No,Flat,39175.03,0,Urban,1846.4458677
991,2,7,666.42,No,Yes,Flat,13412.74,0,Rural,997.6782530999999
992,1,4,602.24,Yes,Yes,Not Flat,43077.89,1,Urban,2164.8469221
993,3,4,872.51,No,Yes,Flat,13887.45,0,Urban,1487.5328571
994,2,6,816.3,No,Yes,Flat,39795.94,1,Rural,1585.3563207
995,3,0,991.31,No,Yes,Not Flat,12687.26,1,Urban,1967.6103336
996,2,5,847.97,No,Yes,Not Flat,39502.92,0,Rural,1063.4180796
997,2,4,660.94,Yes,No,Not Flat,10145.17,0,Urban,1705.9816485000001
998,1,1,814.75,No,Yes,Flat,15535.05,0,Urban,1960.2699408
999,1,6,835.43,No,No,Not Flat,22204.0,0,Urban,1613.4030138000003
1000,3,3,742.57,Yes,Yes,Flat,9675.93,2,Rural,1681.4443407
1001,1,5,952.99,No,Yes,Not Flat,35064.79,1,Urban,1899.8510358
1002,3,1,761.44,Yes,Yes,Flat,22292.44,0,Rural,1535.6374704
1003,0,5,861.32,Yes,Yes,Not Flat,12139.08,0,Rural,998.9761059
1004,1,8,731.61,No,Yes,Not Flat,17230.1,2,Urban,1974.856875
1005,0,5,837.24,No,Yes,Flat,24661.81,2,Urban,2379.7270368
1006,4,5,679.04,No,Yes,Not Flat,28184.43,1,Urban,1711.1485353000003
1007,3,4,1044.65,No,No,Flat,16912.69,2,Urban,1756.2155991
1008,2,4,713.9,Yes,No,Not Flat,26058.28,0,Urban,1959.6026054999998
1009,1,6,734.43,No,No,Not Flat,22545.5,2,Urban,1818.045414
1010,2,6,742.69,No,Yes,Not Flat,15670.76,0,Rural,668.2036248
1011,1,6,924.04,Yes,Yes,Not Flat,22527.33,0,Urban,1818.5519289000001
1012,0,3,776.62,No,Yes,Not Flat,32341.3,0,Urban,1584.8353422
1013,2,4,990.59,No,Yes,Flat,13084.35,0,Urban,1867.1457522
1014,2,7,870.61,No,Yes,Not Flat,31430.75,1,Urban,2269.9550877
1015,1,5,747.02,No,Yes,Not Flat,28595.98,0,Urban,1413.3853101
1016,3,5,699.01,No,No,Flat,44997.0,3,Rural,1376.5286382
1017,2,8,932.84,Yes,Yes,Not Flat,30009.93,1,Urban,2454.3805941
1018,4,4,573.69,No,Yes,Not Flat,32902.39,1,Rural,1066.3030038
1019,3,1,901.33,No,Yes,Flat,27090.16,2,Urban,2123.8980813
1020,1,6,902.07,Yes,Yes,Not Flat,11306.32,1,Rural,1750.6299731999998
1021,3,4,686.59,No,Yes,Flat,36352.99,1,Urban,1738.9755534
1022,1,4,860.28,No,No,Not Flat,7792.07,0,Urban,1589.0501756999997
1023,1,7,859.83,No,Yes,Flat,42003.43,1,Urban,2291.7333951
1024,2,6,773.65,No,Yes,Not Flat,30764.16,2,Urban,2085.1106061
1025,2,7,808.93,No,Yes,Flat,26083.57,1,Urban,1816.8233460000001
1026,3,2,890.69,Yes,Yes,Flat,17349.88,4,Urban,2983.9697325
1027,1,1,765.32,No,Yes,Flat,8315.34,0,Urban,1607.1032355
1028,1,2,657.97,Yes,Yes,Not Flat,28148.91,1,Urban,2134.0361199
1029,2,7,816.77,No,Yes,Flat,16817.74,1,Urban,2110.2284415
1030,3,5,988.62,No,Yes,Not Flat,30021.55,3,Urban,2193.6455397
1031,1,4,733.55,No,Yes,Flat,14935.76,2,Urban,2238.2992806
1032,3,6,682.75,No,Yes,Flat,14898.26,1,Urban,1804.2060426000003
1033,0,9,1009.31,Yes,Yes,Not Flat,26697.92,2,Rural,2146.7215386000003
1034,2,7,764.79,Yes,Yes,Flat,26101.9,0,Urban,2346.421563
1035,2,6,643.52,No,Yes,Not Flat,5829.41,1,Urban,1603.0927649999999
1036,2,5,554.38,No,No,Flat,28399.11,0,Rural,937.7238264
1037,3,5,823.05,No,Yes,Not Flat,32656.32,0,Urban,1835.6434470000002
1038,1,4,640.25,No,Yes,Not Flat,20463.3,0,Urban,1657.0436280000001
1039,4,5,689.76,Yes,No,Not Flat,26291.15,0,Rural,1048.8081846
1040,2,5,813.69,No,Yes,Flat,23541.2,1,Urban,1837.792281
1041,1,3,821.69,Yes,Yes,Not Flat,16745.65,1,Urban,2211.3925251
1042,3,3,664.68,Yes,No,Flat,32740.89,2,Urban,2620.9995963
